country,level 1 name,area,area id,analysis name,date of analysis,country population,#,% of total county pop,area phase,analysis period,phase 1#,phase 1%,phase 2#,phase 2%,phase 3#,phase 3%,phase 4#,phase 4%,phase 5#,phase 5%,phase 3+#,phase 3+%,# of population analyzed,% of population analyzed,projected area phase,projection period,projected phase 1#,projected phase 1%,projected phase 2#,projected phase 2%,projected phase 3#,projected phase 3%,projected phase 4#,projected phase 4%,projected phase 5#,projected phase 5%,projected phase 3+#,projected phase 3+%
Mozambique,,,,,2018-10-01,30528673.0,28785007.0,0.9428843173104838,,Sep 2018 - Dec 2018,19147422.0,0.66,7837963.0,0.27,1333847.0,0.05,446665.0,0.02,0.0,0.0,1780512.0,0.07,28785007.0,0.9428843173104838,,Jan 2019 - Mar 2019,17139999.0,0.6,9595831.0,0.33,1565773.0,0.05,464294.0,0.02,0.0,0.0,2030067.0,0.07
Mozambique,,,,,2018-05-01,30528673.0,5208296.0,0.17060341928389747,,Apr 2018 - Sep 2018,3065424.0,0.59,1251819.0,0.24,721655.0,0.14,169397.0,0.03,0.0,0.0,891052.0,0.17,,,,,,,,,,,,,,,,
Mozambique,,,,,2017-07-01,26423623.0,18741104.0,0.7092556535490988,,Jun 2017 - Sep 2017,18135776.0,0.97,554291.0,0.03,51909.0,0.0,0.0,0.0,0.0,0.0,51909.0,0.0,18741104.0,0.7092556535490988,,Oct 2017 - Mar 2018,17777724.0,0.95,603103.0,0.03,361067.0,0.02,0.0,0.0,0.0,0.0,361067.0,0.02
Mozambique,,,,,2017-05-01,26423623.0,2753905.0,0.10422132498635785,,Mar 2017 - Apr 2017,1096341.0,0.4,799092.0,0.29,762578.0,0.28,95894.0,0.03,0.0,0.0,858473.0,0.31,2753905.0,0.10422132498635785,,May 2017 - Sep 2017,1316040.0,0.48,1127992.0,0.41,292104.0,0.11,15974.0,0.01,0.0,0.0,308079.0,0.12
Namibia,,,,,2021-10-01,2550226.0,2550226.0,1.0,,Oct 2021 - Nov 2021,995581.0,0.39,896056.0,0.35,556958.0,0.22,101630.0,0.04,0.0,0.0,658588.0,0.26,2550226.0,1.0,,Dec 2021 - Mar 2022,964175.0,0.38,835739.0,0.33,631697.0,0.25,118616.0,0.05,0.0,0.0,750313.0,0.3
Namibia,,,,,2020-07-01,2541000.0,2458900.0,0.967689885871704,,Jul 2020 - Sep 2020,1286750.0,0.52,744245.0,0.3,413605.0,0.17,14300.0,0.01,0.0,0.0,427905.0,0.18,2256200.0,0.887918142463597,,Oct 2020 - Mar 2021,1164920.0,0.52,650670.0,0.29,426310.0,0.19,14300.0,0.01,0.0,0.0,440610.0,0.2
Namibia,,,,,2019-10-01,2495000.0,2413643.0,0.9673919839679359,,Oct 2019 - Mar 2020,1134928.0,0.47,849441.0,0.35,429274.0,0.18,0.0,0.0,0.0,0.0,429274.0,0.18,2413643.0,0.9673919839679359,,Apr 2020 - Sep 2020,1217600.0,0.5,841605.0,0.35,354438.0,0.15,0.0,0.0,0.0,0.0,354438.0,0.15
Pakistan,,,,,2021-10-01,215250000.0,18585223.0,0.0863424994192799,,Oct 2021 - Mar 2022,7504843.0,0.4,6421452.0,0.35,3567559.0,0.19,1091368.0,0.06,0.0,0.0,4658928.0,0.25,18585223.0,0.0863424994192799,,Apr 2022 - Jun 2022,7447917.0,0.4,6451419.0,0.35,3655630.0,0.2,1030258.0,0.06,0.0,0.0,4685887.0,0.26
Pakistan,,,,,2021-03-01,220900000.0,14748078.0,0.06676359438660028,,Mar 2021 - Jun 2021,5592603.0,0.38,5334157.0,0.36,2829939.0,0.19,991379.0,0.07,0.0,0.0,3821318.0,0.26,14748078.0,0.06676359438660028,,Jul 2021 - Sep 2021,5835080.0,0.4,5627001.0,0.38,2447975.0,0.17,838022.0,0.06,0.0,0.0,3285996.0,0.23
Pakistan,,,,,2020-01-01,220892000.0,5020434.0,0.022728002824909912,,Nov 2019 - May 2020,2539727.0,0.51,1305419.0,0.26,803876.0,0.16,371411.0,0.07,0.0,0.0,1175287.0,0.23,5020434.0,0.022728002824909912,,Jun 2020 - Aug 2020,2318820.0,0.46,1465506.0,0.29,864696.0,0.17,371411.0,0.07,0.0,0.0,1236107.0,0.25
Pakistan,,,,,2019-04-01,216565000.0,5961083.0,0.027525606630803685,,Oct 2018 - Jul 2019,1497678.0,0.25,1395701.0,0.23,2055792.0,0.34,1011914.0,0.17,0.0,0.0,3067706.0,0.51,5961083.0,0.027525606630803685,,Jul 2019 - Nov 2019,1495925.0,0.25,1426284.0,0.24,2020926.0,0.34,1017948.0,0.17,0.0,0.0,3038874.0,0.51
Pakistan,,,,,2017-05-01,197525005.0,5441207.0,0.02754692753962973,,Feb 2017 - Aug 2017,1476518.0,0.27,1237867.0,0.23,1328465.0,0.24,1398357.0,0.26,0.0,0.0,2726822.0,0.5,,,,,,,,,,,,,,,,
Somalia,,,,,2022-05-01,15737178.0,15737178.0,1.0,,May 2022 - May 2022,6509258.0,0.42,3986300.0,0.25,3954060.0,0.25,1249360.0,0.08,38200.0,0.0,5241620.0,0.33,15737178.0,1.0,,Jun 2022 - Sep 2022,4605708.0,0.29,4060200.0,0.26,4730510.0,0.3,2127580.0,0.14,213180.0,0.01,7071270.0,0.45
Somalia,,,,,2022-03-01,15737178.0,,,,,,,,,,,,,,,,,15737178.0,1.0,,Mar 2022 - Mar 2022,7051518.0,0.45,3839690.0,0.24,3645730.0,0.23,1200240.0,0.08,0.0,0.0,4845970.0,0.31
Somalia,,,,,2022-01-01,15737178.0,15737178.0,1.0,,Jan 2022 - Jan 2022,9859298.0,0.62,3441180.0,0.22,2025720.0,0.13,410980.0,0.03,0.0,0.0,2436700.0,0.16,15737178.0,1.0,,Feb 2022 - Mar 2022,8019168.0,0.51,3565860.0,0.23,3468150.0,0.22,68400.0,0.04,0.0,0.0,4152150.0,0.26
Somalia,,,,,2021-08-01,15737176.0,15737176.0,1.0,,Jul 2021 - Sep 2021,10143856.0,0.64,3382700.0,0.21,1901750.0,0.12,308870.0,0.02,0.0,0.0,2210620.0,0.14,15737176.0,1.0,,Oct 2021 - Dec 2021,8558586.0,0.54,3712900.0,0.24,2824960.0,0.18,640730.0,0.04,0.0,0.0,3465690.0,0.22
Somalia,,,,,2021-01-01,12327530.0,12327530.0,1.0,,Jan 2021 - Mar 2021,8229530.0,0.67,2497200.0,0.2,1451000.0,0.12,149800.0,0.01,0.0,0.0,1600800.0,0.13,12327530.0,1.0,,Apr 2021 - Jun 2021,6749630.0,0.55,2925900.0,0.24,2251900.0,0.18,400100.0,0.03,0.0,0.0,2652000.0,0.22
Somalia,,,,,2020-09-01,12327530.0,12327530.0,1.0,,Jul 2020 - Sep 2020,8524530.0,0.69,2522000.0,0.2,983000.0,0.08,298000.0,0.02,0.0,0.0,1281000.0,0.1,12327530.0,1.0,,Oct 2020 - Dec 2020,7212530.0,0.58,3010000.0,0.24,1705000.0,0.14,400000.0,0.03,0.0,0.0,2105000.0,0.17
Somalia,,,,,2020-01-01,12327530.0,12327530.0,1.0,,Jan 2020 - Mar 2020,8324530.0,0.68,2856000.0,0.23,959000.0,0.08,188000.0,0.02,0.0,0.0,1147000.0,0.1,12327530.0,1.0,,Apr 2020 - Jun 2020,8190530.0,0.66,2839000.0,0.23,1059000.0,0.09,239000.0,0.02,0.0,0.0,1298000.0,0.11
Somalia,,,,,2019-08-01,12327530.0,12327530.0,1.0,,Jul 2019 - Sep 2019,7500530.0,0.61,3630000.0,0.29,982000.0,0.08,215000.0,0.02,0.0,0.0,1197000.0,0.1,12327530.0,1.0,,Oct 2019 - Dec 2019,5998330.0,0.49,4235200.0,0.34,1655000.0,0.13,439000.0,0.04,0.0,0.0,2094000.0,0.17
Somalia,,,,,2019-01-01,12327530.0,12327530.0,1.0,,Jan 2019 - Jan 2019,7619530.0,0.62,3571000.0,0.29,1045000.0,0.08,92000.0,0.01,0.0,0.0,1137000.0,0.09,12327530.0,1.0,,Feb 2019 - Jun 2019,7380530.0,0.6,3392000.0,0.28,1416000.0,0.11,139000.0,0.01,0.0,0.0,1555000.0,0.12
Somalia,,,,,2018-07-01,12327530.0,12327530.0,1.0,,Jul 2018 - Jul 2018,7354530.0,0.6,3204000.0,0.26,1638000.0,0.13,114000.0,0.01,17000.0,0.0,1769000.0,0.14,12327530.0,1.0,,Aug 2018 - Dec 2018,7689530.0,0.62,3077000.0,0.25,1388000.0,0.11,157000.0,0.01,17000.0,0.0,1562000.0,0.12
Somalia,,,,,2018-01-01,12327530.0,12327530.0,1.0,,Jan 2018 - Jan 2018,7888000.0,0.64,2794000.0,0.23,1466000.0,0.12,180000.0,0.01,0.0,0.0,1646000.0,0.13,12327530.0,1.0,,Feb 2018 - Jun 2018,6888000.0,0.56,2711000.0,0.22,2232000.0,0.18,496000.0,0.04,0.0,0.0,2728000.0,0.22
Somalia,,,,,2017-07-01,12327530.0,12327530.0,1.0,,Jul 2017 - Jul 2017,6149530.0,0.5,2868000.0,0.23,2444000.0,0.2,866000.0,0.07,0.0,0.0,3310000.0,0.27,12327530.0,1.0,,Aug 2017 - Dec 2017,6096530.0,0.49,3088000.0,0.25,2341000.0,0.19,802000.0,0.07,0.0,0.0,3143000.0,0.26
Somalia,,,,,2017-01-01,12327530.0,12327530.0,1.0,,Jan 2017 - Jan 2017,7169530.0,0.58,3514000.0,0.28,1561000.0,0.13,83000.0,0.01,0.0,0.0,1644000.0,0.14,12327530.0,1.0,,Feb 2017 - Jun 2017,6083530.0,0.49,3332000.0,0.27,2473000.0,0.2,439000.0,0.04,0.0,0.0,2912000.0,0.24
South Africa,,,,,2020-10-01,59622350.0,59130437.0,0.9917495201044575,,Sep 2020 - Dec 2020,34950493.0,0.59,14844785.0,0.25,8175072.0,0.14,1160087.0,0.02,0.0,0.0,9335159.0,0.16,60124502.0,1.0084222107984673,,Jan 2021 - Mar 2021,29966227.0,0.5,18362327.0,0.31,9598771.0,0.16,2197177.0,0.04,0.0,0.0,11795949.0,0.2
South Sudan,,,,,2022-03-01,12400000.0,12348961.0,0.9958839516129032,,Feb 2022 - Mar 2022,2146000.0,0.17,3371000.0,0.27,4401000.0,0.36,2375000.0,0.19,55000.0,0.0,6831000.0,0.55,12348961.0,0.9958839516129032,,Apr 2022 - Jul 2022,1700000.0,0.14,2901000.0,0.24,4765000.0,0.39,2892000.0,0.23,87000.0,0.01,7744000.0,0.63
South Sudan,,,,,2020-10-01,12060000.0,12001787.0,0.9951730514096185,,Oct 2020 - Nov 2020,2105000.0,0.18,3596000.0,0.3,4170000.0,0.35,2039000.0,0.17,92000.0,0.01,6301000.0,0.53,12001787.0,0.9951730514096185,,Dec 2020 - Mar 2021,2369000.0,0.2,3866000.0,0.32,3935000.0,0.33,1728000.0,0.14,105000.0,0.01,5768000.0,0.48
South Sudan,,,,,2020-01-01,11703111.0,11703111.0,1.0,,Jan 2020 - Jan 2020,2545000.0,0.22,3875000.0,0.33,4140000.0,0.35,1110000.0,0.09,40000.0,0.0,5290000.0,0.44,11703111.0,1.0,,Feb 2020 - Apr 2020,2100000.0,0.17,3595000.0,0.31,4515000.0,0.39,1475000.0,0.13,20000.0,0.0,6010000.0,0.52
South Sudan,,,,,2019-08-01,11703111.0,11703111.0,1.0,,Aug 2019 - Aug 2019,1870000.0,0.15,3480000.0,0.3,4640000.0,0.4,1700000.0,0.15,10000.0,0.0,6350000.0,0.55,11703111.0,1.0,,Sep 2019 - Dec 2019,2435000.0,0.21,4735000.0,0.4,3670000.0,0.31,875000.0,0.07,0.0,0.0,4545000.0,0.38
South Sudan,,,,,2019-05-01,11385139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Sudan,,,,,2019-01-01,11385139.0,11385139.0,1.0,,Jan 2019 - Jan 2019,1805000.0,0.16,3420000.0,0.3,4780000.0,0.42,1360000.0,0.12,30000.0,0.0,6170000.0,0.54,11385139.0,1.0,,Feb 2019 - Apr 2019,1490000.0,0.13,3450000.0,0.3,4825000.0,0.42,1575000.0,0.14,45000.0,0.0,6445000.0,0.56
South Sudan,,,,,2018-09-01,10971513.0,10350874.0,0.9434317764559911,,Sep 2018 - Sep 2018,1065000.0,0.1,3225000.0,0.29,4320000.0,0.42,1695000.0,0.16,47000.0,0.0,6062000.0,0.58,10350874.0,0.9434317764559911,,Oct 2018 - Dec 2018,1615000.0,0.16,4335000.0,0.42,3415000.0,0.33,960000.0,0.09,26000.0,0.0,4401000.0,0.42
South Sudan,,,,,2018-01-01,11145932.0,11145932.0,1.0,,Jan 2018 - Jan 2018,1860000.0,0.17,3940000.0,0.35,4340000.0,0.39,1010000.0,0.09,0.0,0.0,5350000.0,0.48,11145932.0,1.0,,Feb 2018 - Apr 2018,1400000.0,0.12,3420000.0,0.31,4530000.0,0.41,1750000.0,0.16,50000.0,0.0,6330000.0,0.57
South Sudan,,,,,2017-09-01,10969993.0,10785081.0,0.983143836099075,,Sep 2017 - Sep 2017,1580000.0,0.15,3155000.0,0.29,3980000.0,0.37,2020000.0,0.19,40000.0,0.0,6040000.0,0.56,10785081.0,0.983143836099075,,Oct 2017 - Dec 2017,2145000.0,0.2,3820000.0,0.35,3545000.0,0.33,1250000.0,0.12,25000.0,0.0,4820000.0,0.45
South Sudan,,,,,2017-05-01,12311845.0,12235167.0,0.9937720138614481,,May 2017 - May 2017,2320000.0,0.19,4030000.0,0.33,4015000.0,0.33,1495000.0,0.12,20000.0,0.0,5530000.0,0.45,12235167.0,0.9937720138614481,,Jun 2017 - Jul 2017,2190000.0,0.18,3615000.0,0.3,4345000.0,0.36,1685000.0,0.14,45000.0,0.0,6075000.0,0.5
South Sudan,,,,,2017-01-01,11845855.0,11845855.0,1.0,,Jan 2017 - Jan 2017,3505000.0,0.3,4490000.0,0.38,3045000.0,0.26,700000.0,0.06,80000.0,0.01,3825000.0,0.33,11845855.0,1.0,,Feb 2017 - Apr 2017,2920000.0,0.25,4120000.0,0.35,3765000.0,0.31,1070000.0,0.09,100000.0,0.01,4935000.0,0.41
Sudan,,,,,2021-03-01,46796616.0,46568825.0,0.9951323189693887,,Apr 2021 - May 2021,24459653.0,0.53,14810899.0,0.32,5457113.0,0.12,1841160.0,0.04,0.0,0.0,7298273.0,0.16,46568825.0,0.9951323189693887,,Jun 2021 - Sep 2021,20273468.0,0.44,16525736.0,0.35,7072838.0,0.15,2696783.0,0.06,0.0,0.0,9769621.0,0.21
Sudan,,,,,2020-10-01,45319635.0,,,,,,,,,,,,,,,,,45012576.0,0.9932245923869422,,Oct 2020 - Dec 2020,20507606.0,0.46,17407791.0,0.39,5800371.0,0.13,1296808.0,0.03,0.0,0.0,7097179.0,0.16
Sudan,,,,,2020-06-01,45319635.0,45198109.0,0.9973184691359496,,Jun 2020 - Sep 2020,19728053.0,0.44,15891371.0,0.35,7410682.0,0.16,2168003.0,0.05,0.0,0.0,9578685.0,0.21,45198109.0,0.9973184691359496,,Oct 2020 - Dec 2020,22830757.0,0.51,15986594.0,0.35,5657268.0,0.13,723491.0,0.02,0.0,0.0,6380766.0,0.14
Sudan,,,,,2019-06-01,42813000.0,41934359.0,0.9794772382220354,,Jun 2019 - Aug 2019,24246158.0,0.58,11835390.0,0.28,4809357.0,0.11,1043453.0,0.02,0.0,0.0,5852810.0,0.13,,,,,,,,,,,,,,,,
Tanzania,,,,,2021-12-01,57637628.0,3404354.0,0.05906478316560841,,Nov 2021 - Apr 2022,2182032.0,0.64,785080.0,0.23,415463.0,0.12,21780.0,0.01,0.0,0.0,437243.0,0.13,3518200.0,0.06103998589254922,,May 2022 - Sep 2022,1997354.0,0.57,929126.0,0.26,496785.0,0.14,94935.0,0.03,0.0,0.0,591720.0,0.17
Tanzania,,,,,2019-11-01,58005000.0,4839520.0,0.08343280751659339,,Nov 2019 - Apr 2020,2198685.0,0.45,1655557.0,0.34,760566.0,0.16,224712.0,0.05,0.0,0.0,985278.0,0.2,4839520.0,0.08343280751659339,,May 2020 - Sep 2020,2505080.0,0.52,1845771.0,0.38,481044.0,0.1,7626.0,0.0,0.0,0.0,488669.0,0.1
Tanzania,,,,,2017-07-01,55504000.0,838947.0,0.015115072787546844,,Jul 2017 - Sep 2017,135631.0,0.16,582706.0,0.69,101116.0,0.12,17953.0,0.02,0.0,0.0,119069.0,0.14,838947.0,0.015115072787546844,,Oct 2017 - Dec 2017,135631.0,0.16,604902.0,0.72,84460.0,0.1,12413.0,0.01,0.0,0.0,96873.0,0.11
Uganda,,,,,2022-04-01,44212800.0,1245600.0,0.028172836825534685,,Mar 2022 - Jul 2022,334960.0,0.27,392790.0,0.32,427950.0,0.34,89900.0,0.07,0.0,0.0,517850.0,0.41,1245600.0,0.028172836825534685,,Aug 2022 - Feb 2023,431085.0,0.35,499840.0,0.4,276290.0,0.22,38385.0,0.03,0.0,0.0,314675.0,0.25
Uganda,,,,,2021-04-01,42885900.0,1206800.0,0.028139784871018213,,Mar 2021 - Jul 2021,412555.0,0.34,433335.0,0.36,285770.0,0.24,75140.0,0.06,0.0,0.0,360910.0,0.3,1206800.0,0.028139784871018213,,Aug 2021 - Jan 2022,548535.0,0.45,470610.0,0.39,159930.0,0.13,27725.0,0.03,0.0,0.0,187655.0,0.16
Uganda,,,,,2020-06-01,45741000.0,11483953.0,0.2510647559082661,,Jun 2020 - Aug 2020,4565942.0,0.4,4315163.0,0.38,1980053.0,0.17,622795.0,0.05,0.0,0.0,2602848.0,0.23,11483953.0,0.2510647559082661,,Sep 2020 - Jan 2021,4938387.0,0.43,4542829.0,0.4,1630877.0,0.14,371860.0,0.03,0.0,0.0,2002737.0,0.17
Uganda,,,,,2018-10-01,42729000.0,2584700.0,0.060490533361417305,,Oct 2018 - Dec 2018,985792.0,0.38,1321643.0,0.51,277265.0,0.11,0.0,0.0,0.0,0.0,277265.0,0.11,2584700.0,0.060490533361417305,,Jan 2019 - Mar 2019,792800.0,0.3,1316700.0,0.51,461600.0,0.18,13600.0,0.01,0.0,0.0,475200.0,0.19
Uganda,,,,,2017-11-01,40145000.0,36090800.0,0.8990110848175364,,Nov 2017 - Feb 2018,30833880.0,0.86,4818388.0,0.13,440821.0,0.01,0.0,0.0,0.0,0.0,440821.0,0.01,,,,,,,,,,,,,,,,
Uganda,,,,,2017-01-01,40145000.0,35035700.0,0.8727288578901482,,Jan 2017 - Mar 2017,24191355.0,0.69,9243678.0,0.26,1600667.0,0.05,0.0,0.0,0.0,0.0,1600667.0,0.05,,,,,,,,,,,,,,,,
Yemen,,,,,2022-02-01,31900000.0,31900000.0,1.0,,Jan 2022 - May 2022,5784500.0,0.18,8557000.0,0.27,11715000.0,0.37,5619500.0,0.18,31000.0,0.0,17365500.0,0.55,31900000.0,1.0,,Jun 2022 - Dec 2022,5470000.0,0.17,7218500.0,0.23,11712000.0,0.37,7140500.0,0.23,161000.0,0.0,19013500.0,0.6
Yemen,,,,,2020-11-01,30041712.0,30041712.0,1.0,,Oct 2020 - Dec 2020,6544500.0,0.22,10020000.0,0.33,9815000.0,0.33,3648000.0,0.12,16500.0,0.0,13479500.0,0.45,30041712.0,1.0,,Jan 2021 - Jun 2021,5258000.0,0.17,8644500.0,0.29,11042000.0,0.37,5058000.0,0.17,47000.0,0.0,16147000.0,0.54
Yemen,,,,,2020-06-01,29826000.0,7936741.0,0.26610142157848854,,Feb 2020 - Apr 2020,2304623.0,0.29,3624038.0,0.46,1523867.0,0.19,484213.0,0.06,0.0,0.0,2008080.0,0.25,7936741.0,0.26610142157848854,,Jul 2020 - Dec 2020,1712417.0,0.22,3008888.0,0.38,2277770.0,0.29,937666.0,0.12,0.0,0.0,3213000.0,0.4
Yemen,,,,,2019-06-01,30041712.0,2380793.0,0.0792495780533413,,Jul 2019 - Sep 2019,364500.0,0.15,770000.0,0.32,840500.0,0.35,406000.0,0.17,0.0,0.0,1246500.0,0.52,,,,,,,,,,,,,,,,
Yemen,,,,,2018-12-01,29884585.0,29884585.0,1.0,,Dec 2018 - Jan 2019,5109500.0,0.17,8875000.0,0.3,10879500.0,0.36,4957000.0,0.17,63500.0,0.0,15900000.0,0.53,,,,,,,,,,,,,,,,
Yemen,,,,,2017-03-01,28235000.0,,,,,,,,,,,,,,,,,28235000.0,1.0,,Mar 2017 - Jul 2017,5128620.0,0.18,6139700.0,0.22,10187750.0,0.36,6778930.0,0.24,0.0,0.0,16966680.0,0.6
Zambia,,,,,2021-06-01,18400556.0,11864098.0,0.6447684515620071,,Jul 2021 - Sep 2021,6250000.0,0.53,4438994.0,0.37,1175104.0,0.1,0.0,0.0,0.0,0.0,1175104.0,0.1,12181244.0,0.6620041263970502,,Oct 2021 - Mar 2022,5421278.0,0.45,5184811.0,0.43,1575154.0,0.13,0.0,0.0,0.0,0.0,1575154.0,0.13
Zambia,,,,,2021-02-01,18000000.0,,,,,,,,,,,,,,,,,6889816.0,0.3827675555555556,,Feb 2021 - Mar 2021,2621815.0,0.38,2513759.0,0.36,1485331.0,0.22,238912.0,0.03,0.0,0.0,1724243.0,0.25
Zambia,,,,,2020-07-01,17885422.0,6533704.0,0.3653089091216299,,Jul 2020 - Sep 2020,2940774.0,0.45,2169904.0,0.33,1237649.0,0.19,185377.0,0.03,0.0,0.0,1423026.0,0.22,6889816.0,0.38521964983549173,,Oct 2020 - Mar 2021,2526204.0,0.37,2387261.0,0.35,1651433.0,0.24,324919.0,0.05,0.0,0.0,1976351.0,0.29
Zambia,,,,,2019-05-01,17861000.0,9245232.0,0.5176211858238621,,May 2019 - Sep 2019,4768479.0,0.52,2819445.0,0.3,1388571.0,0.15,268684.0,0.03,0.0,0.0,1657255.0,0.18,9479663.0,0.53074648675886,,Oct 2019 - Mar 2020,4073759.0,0.43,3127699.0,0.33,1866246.0,0.2,411852.0,0.04,0.0,0.0,2278098.0,0.24
Zambia,,,,,2018-06-01,17609178.0,6889983.0,0.3912722672233764,,May 2018 - Sep 2018,4475117.0,0.65,1501699.0,0.22,640045.0,0.09,273122.0,0.04,0.0,0.0,913166.0,0.13,7080214.0,0.4020752132779849,,Oct 2018 - Mar 2019,3836971.0,0.54,1991706.0,0.28,876393.0,0.12,375143.0,0.05,0.0,0.0,1251537.0,0.17
Zimbabwe,,,,,2020-10-01,15557469.0,9706118.0,0.623887985892821,,Oct 2020 - Dec 2020,4222501.0,0.44,2878140.0,0.3,2017242.0,0.21,588235.0,0.06,0.0,0.0,2605477.0,0.27,9706118.0,0.623887985892821,,Jan 2021 - Mar 2021,3221153.0,0.33,3104734.0,0.32,2611638.0,0.27,768594.0,0.08,0.0,0.0,3380232.0,0.35
Zimbabwe,,,,,2020-02-01,14645000.0,9706118.0,0.6627598497780812,,Feb 2020 - Jun 2020,2580562.0,0.26,2784135.0,0.29,3294335.0,0.34,1047085.0,0.11,0.0,0.0,4341420.0,0.45,,,,,,,,,,,,,,,,
Zimbabwe,,,,,2019-06-01,14645000.0,9420663.0,0.6432682144076477,,Jun 2019 - Sep 2019,4607280.0,0.49,2486371.0,0.26,1671467.0,0.18,623138.0,0.07,0.0,0.0,2294605.0,0.25,9420663.0,0.6432682144076477,,Oct 2019 - Dec 2019,3159947.0,0.34,2678585.0,0.28,2474756.0,0.26,1105458.0,0.12,0.0,0.0,3580214.0,0.38
Zimbabwe,,,,,2019-02-01,14645000.0,9420000.0,0.6432229429839535,,Feb 2019 - May 2019,3668000.0,0.39,2873300.0,0.31,1892000.0,0.2,987000.0,0.1,0.0,0.0,2879000.0,0.3,,,,,,,,,,,,,,,,
